ID_Anuncio,Marca,Modelo,Versao,Ano_Fabricacao,Ano_Modelo,Quilometragem,Cambio,Carroceria,Preco_Real,Percentual_FIPE,Estado
67933177,TOYOTA,COROLLA,2.0 XEI 16V FLEX 4P AUTOMÁTICO,2010,2011.0,180000.0,Automática,Sedã,65000.0,111.0,São Paulo (SP)
67967865,TOYOTA,COROLLA,2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023.0,55300.0,CVT,Sedã,124900.0,98.0,São Paulo (SP)
68848251,TOYOTA,COROLLA,2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016.0,237000.0,Automática,Sedã,78000.0,92.0,São Paulo (SP)
68976140,TOYOTA,COROLLA,2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020.0,117845.0,Automática,Sedã,114900.0,99.0,São Paulo (SP)
67839838,TOYOTA,COROLLA,2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2018.0,132382.0,Automática,Sedã,104990.0,105.0,São Paulo (SP)
69555886,TOYOTA,COROLLA,2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020.0,77000.0,Automática,Sedã,119900.0,103.0,São Paulo (SP)
69301044,TOYOTA,COROLLA,2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023.0,18048.0,Automática,Sedã,142590.0,112.0,São Paulo (SP)
68979568,TOYOTA,COROLLA,2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023.0,30061.0,Automática,Sedã,142900.0,112.0,São Paulo (SP)
68592071,TOYOTA,COROLLA,2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2013.0,180000.0,Automática,Sedã,68900.0,104.0,São Paulo (SP)
69308079,TOYOTA,COROLLA,2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024.0,23153.0,Automática,Sedã,147990.0,104.0,São Paulo (SP)
68976318,TOYOTA,COROLLA,1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2026,2026.0,738.0,Automática,Sedã,198900.0,106.0,São Paulo (SP)
67563407,TOYOTA,COROLLA,2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2017,2018.0,143399.0,CVT,Sedã,104900.0,102.0,São Paulo (SP)
67606333,TOYOTA,COROLLA,2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024.0,63882.0,Automática,Sedã,137300.0,96.0,São Paulo (SP)
