Versao,Ano_Fabricacao,Ano_Modelo,Quilometragem,Cambio,Preco_Real,Percentual_FIPE
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,64500,Automático,110000.0,110.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2021,93100,Automático,103000.0,93.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,69000,Automático,117000.0,95.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,35000,Automático,129399.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,143000,Automático,87000.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,74000,Automático,101500.0,99.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,128000,Automático,84900.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2015,137100,Automático,84900.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,29700,Automático,144990.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,42200,Automático,130000.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,144500,Automático,82900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,73000,Automático,125990.0,108.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,87000,Automático,112990.0,92.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,106000,Automático,90000.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,60000,Automático,127000.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,88000,Automático,101000.0,101.0
1.8 XEI 16V GASOLINA 4P AUTOMÁTICO,2000,2000,191000,Automático,25000.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,94000,Automático,92000.0,104.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2015,2016,137000,Automático,89000.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,127000,Automático,80500.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,42000,Automático,138500.0,97.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2024,2024,27000,Automático,205500.0,129.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,39500,Automático,175000.0,137.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,93000,Automático,138900.0,96.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2014,118000,Automático,73000.0,104.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2016,123000,Automático,82000.0,105.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2025,15000,Automático,192000.0,107.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,54000,Automático,122800.0,119.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2018,110000,Automático,99900.0,100.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,104000,Automático,127000.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,98000,Automático,132500.0,98.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2017,120000,Automático,87999.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2021,2022,125000,Automático,132000.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,84000,Automático,104000.0,101.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2020,89000,Automático,108990.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,152000,Automático,83000.0,101.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,95980,Automático,88000.0,108.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2023,98500,Automático,132900.0,92.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,65300,Automático,90000.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,113907,Automático,84500.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2018,2018,122279,Automático,84000.0,99.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2020,2020,108000,Automático,128500.0,103.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2015,2016,140000,Automático,89690.0,105.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,78000,Automático,128890.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,149000,Automático,85500.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,51000,Automático,137900.0,97.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,64000,Automático,149000.0,110.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2016,2017,176000,Automático,81000.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2017,97320,Automático,94500.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,92000,Automático,118000.0,101.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2023,2024,41700,Automático,165900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,100000,Automático,119000.0,102.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2012,2013,174000,Manual,74000.0,110.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020,56000,Automático,137900.0,118.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,95122,Automático,119000.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,36000,Automático,93500.0,114.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,107000,Automático,89900.0,102.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2024,2024,34000,Automático,179900.0,143.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,111000,Automático,102000.0,99.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2023,62000,Automático,133000.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,141000,Automático,120500.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,69442,Automático,139900.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,30000,Automático,148000.0,104.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,97000,Automático,85000.0,108.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2014,2015,120000,Automático,77700.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,54318,Automático,126500.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,140000,Automático,98000.0,98.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2020,2020,57000,Automático,167000.0,134.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,39500,Automático,143100.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,161000,Automático,69000.0,109.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,22000,Automático,198000.0,139.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2015,168000,Automático,84990.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2020,65000,Automático,137000.0,109.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,129000,Automático,97900.0,98.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2014,2015,144000,Automático,83500.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2026,5500,Automático,190000.0,101.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,53000,Automático,147900.0,129.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2015,161854,Automático,78900.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2021,2022,49500,Automático,143000.0,107.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,170000,Automático,99900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,95000,Automático,123000.0,96.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2024,2024,29300,Automático,170000.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,63725,Automático,130000.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,89000,Automático,119990.0,98.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2021,2022,57000,Automático,139900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,97500,Automático,114900.0,94.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,66500,Automático,130000.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,109000,Automático,104000.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,92000,Automático,91900.0,104.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,131500,Automático,84000.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2012,184500,Automático,65900.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,126000,Automático,89000.0,101.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2022,2023,27580,Automático,189900.0,132.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2020,2020,49000,Automático,168000.0,134.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,140000,Automático,84000.0,102.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2017,2018,143000,Automático,83000.0,97.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2010,2011,223000,Automático,58900.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,57000,Automático,125990.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,105000,Automático,132990.0,99.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2017,2018,127651,Automático,85800.0,100.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,124000,Automático,110000.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,73000,Automático,119900.0,98.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,58239,Automático,145000.0,107.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,129500,Automático,85499.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,149000,Automático,88000.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,147000,Automático,84900.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,108000,Automático,119500.0,97.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2022,2023,100000,Automático,139000.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,118000,Automático,116500.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,100500,Automático,120000.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,91000,Automático,121000.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2018,115786,Automático,103000.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,83200,Automático,165000.0,127.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2025,49000,Automático,192000.0,120.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,95000,Automático,122000.0,99.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2019,2019,66000,Automático,92500.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,60000,Automático,127000.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2020,2021,180000,Automático,127000.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,53000,Automático,143000.0,100.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2017,2018,118000,Automático,90000.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,58500,Automático,132900.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,65000,Automático,130990.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,91000,Automático,82900.0,98.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,137000,Automático,62000.0,98.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,156000,Automático,82600.0,97.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,91600,Automático,169900.0,117.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,64400,Automático,106000.0,106.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2018,2018,127000,Automático,88000.0,102.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2022,2023,37000,Automático,139000.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,120800,Automático,74900.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,81000,Automático,126900.0,99.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2019,2019,165000,Automático,83000.0,94.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,78000,Automático,119500.0,100.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2022,2023,35500,Automático,135000.0,97.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2022,2023,55000,Automático,142000.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,80000,Automático,129200.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2021,2022,93000,Automático,155000.0,116.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,54775,Automático,155000.0,121.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,61000,Automático,169000.0,117.0
1.8 XEI 16V GASOLINA 4P AUTOMÁTICO,2004,2004,175500,Automático,42500.0,119.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2021,2022,120000,Automático,159990.0,117.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2017,86900,Automático,85900.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,215000,Automático,99783.0,100.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2024,56500,Automático,159900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,87000,Automático,120000.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,50000,Automático,140999.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,135600,Automático,145000.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2019,2020,64000,Automático,149900.0,122.0
1.8 SE-G 16V FLEX 4P AUTOMÁTICO,2009,2010,130000,Automático,53000.0,93.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,24022,Automático,115000.0,81.0
1.8 XLI 16V GASOLINA 4P AUTOMÁTICO,2002,2002,182669,Automático,26000.0,94.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,8500,Automático,154000.0,97.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,120200,Automático,63500.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2021,2022,199,Automático,125000.0,94.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2021,58000,Automático,118890.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,85000,Automático,82500.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2020,2021,80500,Automático,125000.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2020,32280,Automático,133900.0,107.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,43000,Automático,137800.0,95.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2021,2022,88000,Automático,119999.0,90.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,179500,Automático,78990.0,93.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,124000,Automático,78800.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,18200,Automático,137000.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,25600,Automático,138000.0,108.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020,68900,Automático,116900.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,112000,Automático,97499.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,11500,Automático,149000.0,117.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,123000,Automático,83900.0,99.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2019,2020,153000,Automático,120000.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,29000,Automático,146000.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,5030,Automático,149500.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,185000,Automático,85900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,64190,Automático,119999.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,44100,Automático,130500.0,102.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2018,2019,135000,Automático,87990.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,57000,Automático,127500.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,108148,Automático,89900.0,106.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2026,2298,Automático,189790.0,104.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2008,2009,111000,Automático,59900.0,111.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,115000,Automático,64990.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2025,9000,Automático,164999.0,103.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2017,2018,112712,Automático,99900.0,101.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2021,2022,63761,Automático,139950.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,105000,Automático,98800.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,34500,Automático,115900.0,97.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2016,90811,Automático,78990.0,101.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2020,2020,84600,Automático,125000.0,116.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,56000,Automático,121990.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,42453,Automático,144990.0,102.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2024,2025,3000,Automático,146900.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,123000,Automático,103590.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,40000,Automático,155000.0,126.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,24419,Automático,127990.0,100.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2022,2023,56670,Automático,118890.0,101.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,132000,Automático,81900.0,104.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,200,Automático,147900.0,102.0
1.8 XLI 16V FLEX 4P AUTOMÁTICO,2010,2011,106400,Automático,59899.0,108.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,63000,Automático,149990.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,66582,Automático,104990.0,102.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2020,2021,52000,Automático,139900.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,75059,Automático,139900.0,110.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,20005,Automático,143900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,110000,Automático,66899.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,108000,Automático,121900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,75000,Automático,119790.0,100.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2024,2024,33848,Automático,161990.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2014,146304,Automático,78990.0,113.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,35000,Automático,151900.0,106.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2022,2023,64750,Automático,149590.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,150000,Automático,107900.0,105.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2023,2024,42780,Automático,163900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,79456,Automático,128900.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,104396,Automático,165890.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,94603,Automático,123990.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,89200,Automático,127990.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,72601,Automático,118800.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,130476,Automático,82900.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2019,2020,89184,Automático,127990.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,173206,Automático,69900.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,143700,Automático,79990.0,99.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,49895,Automático,129000.0,101.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,150000,Automático,87900.0,108.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2024,2024,38902,Automático,127300.0,101.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2023,2024,33924,Automático,127300.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,66177,Automático,130500.0,102.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2008,2009,213000,Automático,59900.0,111.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,53000,Automático,131900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,77071,Automático,133090.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,61677,Automático,120990.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2025,28000,Automático,199990.0,125.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,57000,Automático,133090.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,27065,Automático,143790.0,113.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2024,2024,47525,Automático,123500.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,70000,Automático,123800.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,62000,Automático,122790.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,88524,Automático,132390.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,54397,Automático,133090.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,77071,Automático,133090.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,53181,Automático,142200.0,100.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,30762,Automático,152800.0,106.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,18048,Automático,142590.0,112.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2025,13318,Automático,159390.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,109000,Automático,71900.0,103.0
1.8 XLI 16V FLEX 4P MANUAL,2010,2011,140000,Manual,54900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,45000,Automático,122890.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,95000,Automático,80800.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2023,29100,Automático,147990.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,125306,Automático,63990.0,101.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,78000,Automático,129990.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,131000,Automático,64990.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,82000,Automático,74900.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020,99435,Automático,116900.0,100.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2017,2018,108000,Automático,89900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,1200,Automático,219990.0,138.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,98000,Automático,116700.0,102.0
1.8 XEI 16V FLEX 4P MANUAL,2009,2009,73000,Manual,54900.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,100000,Automático,82900.0,106.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,13000,Automático,155990.0,98.0
2.0 VVT-IE FLEX ALTIS PREMIUM DIRECT SHIFT,2025,2025,4644,Automático,182790.0,103.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2024,2024,25500,Automático,159900.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2019,2020,58000,Automático,124999.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,112000,Automático,86990.0,107.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2010,190000,Automático,58900.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2009,2010,130000,Automático,56900.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2013,159310,Automático,71990.0,108.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2013,224652,Automático,61900.0,93.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2012,2013,135000,Automático,66490.0,98.0
1.8 XLI 16V FLEX 4P AUTOMÁTICO,2012,2013,165000,Automático,63900.0,100.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2013,2014,144000,Automático,77990.0,108.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,106210,Automático,65900.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,148000,Automático,86000.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,20070,Automático,146900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,110000,Automático,89900.0,102.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2022,2023,51000,Automático,155000.0,112.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,58682,Automático,121900.0,105.0
