Versao,Ano_Fabricacao,Ano_Modelo,Quilometragem,Cambio,Preco_Real,Percentual_FIPE
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,99026,Automático,109900.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,48261,Automático,139900.0,98.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2022,2023,100000,Automático,165800.0,117.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2024,2024,35000,Automático,158890.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,107000,Automático,69900.0,110.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,41652,Automático,127900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,72800,Automático,131890.0,92.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,177000,Automático,74900.0,107.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,189064,Automático,86900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,159000,Automático,104990.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,92000,Automático,122990.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,59101,Automático,122990.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,30000,Automático,142990.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,65683,Automático,125900.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2015,140000,Automático,84900.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,186772,Manual,79000.0,96.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2020,2020,107386,Automático,122900.0,100.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2021,2022,86123,Automático,136900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,81664,Automático,135990.0,95.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2016,102000,Automático,82990.0,106.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2011,2012,170000,Automático,69990.0,107.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2014,2015,129988,Automático,85000.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,15596,Automático,159900.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,135000,Automático,107900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,87000,Automático,121990.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2019,2020,91442,Automático,122890.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,82000,Automático,124800.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,20000,Automático,149900.0,105.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2017,2018,116000,Automático,107900.0,105.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2019,2020,38644,Automático,110890.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,17000,Automático,142990.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,48393,Automático,134900.0,106.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,25103,Automático,151900.0,106.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,20090,Automático,150990.0,106.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2014,2015,112000,Automático,81900.0,108.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,38000,Automático,168990.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,125000,Automático,83300.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,107205,Automático,129900.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,79000,Automático,112900.0,110.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2014,2015,108136,Automático,88800.0,107.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,60000,Automático,165900.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2018,65000,Automático,110000.0,110.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,105000,Automático,88990.0,105.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,92000,Automático,99000.0,116.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,0,Automático,169800.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2010,2011,180000,Automático,69500.0,119.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2010,171396,Automático,61990.0,112.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2022,2023,69111,Automático,189900.0,132.0
1.8 GLI 16V FLEX 4P MANUAL,2013,2014,167672,Manual,64900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,78000,Automático,122900.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,57617,Automático,138990.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,73800,Automático,125800.0,102.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2023,36771,Automático,139900.0,101.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2005,2006,199278,Automático,45900.0,119.0
2.0 XRS 16V FLEX 4P AUTOMÁTICO,2017,2018,80321,Automático,119890.0,121.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2022,2023,80000,Automático,124990.0,106.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,89000,Automático,119890.0,98.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,70174,Automático,135890.0,95.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2025,70389,Automático,154890.0,97.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,84866,Automático,131900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,0,Automático,169990.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2018,91572,Automático,105900.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,65101,Automático,111900.0,109.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2011,2012,120000,Automático,64990.0,109.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2023,2023,49500,Automático,187700.0,131.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2023,48080,Automático,142990.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,79409,Automático,112990.0,97.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,38000,Automático,168990.0,102.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2023,2024,55000,Automático,125899.0,100.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,33011,Automático,143900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,93516,Automático,118900.0,97.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2010,202450,Automático,59900.0,108.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2014,125000,Automático,72900.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,123000,Automático,99900.0,113.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,33011,Automático,143900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,56500,Automático,145900.0,125.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2016,2017,169000,Automático,96900.0,108.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,35821,Automático,129790.0,106.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,20405,Automático,162900.0,102.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2017,2017,90000,Automático,93900.0,115.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,57617,Automático,138990.0,96.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,57617,Automático,138990.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,65999,Automático,123990.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,56000,Automático,141890.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2021,135610,Automático,115900.0,97.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2013,164000,Automático,71900.0,108.0
1.6 XLI 16V GASOLINA 4P AUTOMÁTICO,2006,2007,209000,Automático,37900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,50000,Automático,124890.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,33586,Automático,149900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,34222,Automático,138790.0,109.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,145900,Automático,79900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,79409,Automático,112990.0,97.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,117497,Automático,95000.0,113.0
1.8 SE-G 16V GASOLINA 4P AUTOMÁTICO,2007,2007,174810,Automático,43900.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,188000,Automático,104990.0,105.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2021,2022,95000,Automático,119900.0,105.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2013,2014,229000,Automático,64990.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2026,2026,0,Automático,198900.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,53557,Automático,167990.0,101.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2025,25000,Automático,169900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,79430,Automático,121990.0,99.0
2.0 VVT-IE FLEX ALTIS PREMIUM DIRECT SHIFT,2026,2026,0,Automático,209320.0,111.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2022,2023,87000,Automático,135800.0,98.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2013,95260,Automático,73900.0,111.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,100000,Automático,110990.0,108.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2018,2018,100000,Automático,92990.0,109.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,100000,Automático,92900.0,105.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2009,2010,150000,Automático,56900.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2010,2011,170000,Automático,62900.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,36612,Automático,148790.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,38000,Automático,168990.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,38000,Automático,168990.0,102.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2009,2010,179000,Automático,59990.0,108.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,33011,Automático,143900.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2017,159887,Automático,83990.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,123060,Automático,83890.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,37000,Automático,129990.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,135000,Automático,83990.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,123000,Automático,88790.0,109.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,59000,Automático,146900.0,103.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,38000,Automático,168990.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,25640,Automático,199000.0,140.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2024,2024,62038,Automático,123890.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,106000,Automático,121790.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,0,Automático,172900.0,105.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2022,2023,98243,Automático,138990.0,97.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2026,0,Automático,203790.0,112.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2026,0,Automático,209010.0,111.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,25946,Automático,97900.0,121.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,24496,Automático,142790.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,62395,Automático,116990.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,25233,Automático,143900.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,115000,Automático,138900.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,78319,Automático,130900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020,99000,Automático,117790.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,188619,Automático,71900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,106993,Automático,118000.0,101.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2016,2017,168000,Automático,82880.0,102.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,33011,Automático,143900.0,100.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2012,2013,134560,Automático,65990.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2020,54300,Automático,175990.0,140.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,0,Automático,169990.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,79409,Automático,112990.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,36300,Automático,145900.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,56700,Automático,151990.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,137378,Automático,104900.0,102.0
1.8 SE-G 16V GASOLINA 4P AUTOMÁTICO,2005,2006,222435,Automático,47900.0,118.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2025,70389,Automático,154890.0,97.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,33011,Automático,143900.0,100.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2011,2012,93000,Automático,84900.0,130.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2018,105000,Automático,85899.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,20405,Automático,162900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,52900,Automático,128990.0,101.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2022,2023,61099,Automático,149990.0,105.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2017,2018,123889,Automático,105880.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,70000,Automático,119900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,56800,Automático,167790.0,131.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2020,2021,94386,Automático,142900.0,110.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2026,2026,0,Automático,202890.0,111.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2025,0,Automático,199700.0,114.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,2000,Automático,171000.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,63650,Automático,139790.0,98.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,92000,Automático,84890.0,108.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2015,99800,Automático,89900.0,110.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2016,144000,Automático,92990.0,110.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,71000,Automático,123900.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2018,103000,Automático,105900.0,106.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,94921,Automático,109900.0,107.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2024,2024,48369,Automático,167900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,102000,Automático,89900.0,106.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2019,2020,58800,Automático,129900.0,121.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2015,168000,Automático,83990.0,102.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,159000,Automático,71900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,62000,Automático,139790.0,120.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2025,2025,21275,Automático,189900.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,85129,Automático,135990.0,101.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,33011,Automático,143900.0,100.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2023,51559,Automático,145900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,8800,Automático,154990.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,97000,Automático,117900.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2022,68908,Automático,123900.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2023,2023,84422,Automático,149900.0,105.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,19304,Automático,149990.0,104.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2022,2023,68448,Automático,143990.0,104.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2017,2017,76771,Automático,83800.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,17000,Automático,142990.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,65714,Automático,117900.0,115.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2024,2024,100500,Automático,159000.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2011,2012,112501,Automático,68900.0,108.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,23000,Automático,132900.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,57617,Automático,138990.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,96000,Automático,118900.0,102.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2023,2024,35000,Automático,168900.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2015,2016,135000,Automático,79990.0,102.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2023,2024,34534,Automático,128300.0,102.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2014,2015,167628,Automático,78990.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2022,81995,Automático,123900.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,65000,Automático,129990.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2020,101,Automático,127900.0,110.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,78000,Automático,140900.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,104000,Automático,94900.0,112.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,33000,Automático,147900.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,70174,Automático,135890.0,95.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2015,2016,123711,Automático,83990.0,99.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,81000,Automático,109990.0,107.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,23295,Automático,149990.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,190000,Automático,105990.0,106.0
1.8 XEI 16V FLEX 4P AUTOMÁTICO,2008,2009,136900,Automático,62900.0,117.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2012,2012,217000,Automático,66990.0,105.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,18227,Automático,154790.0,107.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2018,2019,94000,Automático,91890.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,145000,Automático,85990.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,60025,Automático,133700.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,54410,Automático,127500.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,72572,Automático,92900.0,105.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2018,85000,Automático,108900.0,109.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,71300,Automático,132000.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,161000,Automático,103900.0,101.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2023,2023,46000,Automático,143800.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,36860,Automático,126900.0,99.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,90449,Automático,122900.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2014,2015,155101,Automático,80890.0,99.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2023,45364,Automático,138990.0,100.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2024,2024,66591,Automático,199950.0,123.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2026,2026,0,Automático,209010.0,111.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,89553,Automático,89890.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,14990,Automático,159900.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2019,21354,Automático,116900.0,114.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,152800,Automático,90000.0,102.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2022,2023,46000,Automático,145000.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,12400,Automático,159990.0,100.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2018,2018,99000,Automático,104900.0,105.0
2.0 VVT-IE FLEX ALTIS DIRECT SHIFT,2021,2022,53749,Automático,169990.0,125.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2018,2018,174524,Automático,84999.0,99.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2025,25000,Automático,182201.0,104.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2023,2024,41590,Automático,164900.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2023,40928,Automático,138790.0,109.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,25288,Automático,173900.0,142.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,67100,Automático,119900.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,65504,Automático,125790.0,105.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2022,2023,62000,Automático,143790.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,89564,Automático,122990.0,103.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2023,2024,42000,Automático,145900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,54456,Automático,129900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,91581,Automático,124999.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2024,2024,46800,Automático,143900.0,101.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,136713,Automático,109890.0,92.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2022,2023,88535,Automático,128890.0,101.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2017,2017,93000,Automático,95890.0,109.0
1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,2019,2019,88000,Automático,94900.0,107.0
2.0 VVT-IE FLEX GLI DIRECT SHIFT,2025,2025,29589,Automático,139990.0,97.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2025,2025,38265,Automático,155990.0,98.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2013,164000,Automático,71900.0,108.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,122000,Automático,125900.0,105.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,70000,Automático,119900.0,103.0
1.8 GLI 16V FLEX 4P AUTOMÁTICO,2018,2018,87000,Automático,89000.0,104.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2013,2014,129719,Automático,72900.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,63000,Automático,149990.0,104.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,83000,Automático,124900.0,102.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2022,2023,39000,Automático,141990.0,103.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2019,2019,113198,Automático,109900.0,107.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,97000,Automático,138900.0,96.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,25288,Automático,173900.0,142.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2021,2022,44000,Automático,129890.0,106.0
2.0 ALTIS 16V FLEX 4P AUTOMÁTICO,2017,2018,97417,Automático,111990.0,109.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2025,2025,25000,Automático,182201.0,104.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2021,2022,75123,Automático,139900.0,104.0
2.0 VVT-IE FLEX GR-S DIRECT SHIFT,2021,2022,51500,Automático,135800.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2022,2023,88063,Automático,147890.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2019,2020,134000,Automático,118000.0,101.0
1.8 VVT-I HYBRID FLEX ALTIS CVT,2022,2023,86400,Automático,141800.0,100.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2026,2026,0,Automático,174900.0,106.0
1.8 VVT-I HYBRID FLEX ALTIS PREMIUM CVT,2026,2026,0,Automático,204900.0,109.0
2.0 XEI 16V FLEX 4P AUTOMÁTICO,2016,2017,123000,Automático,89900.0,102.0
2.0 VVT-IE FLEX XEI DIRECT SHIFT,2020,2021,81000,Automático,121790.0,102.0
